key,value
TopByDepth[6].Levels[2].Value,0
TopByDepth[6].Levels[2].Size,136192
TopByDepth[6].Levels[3].Short,0
TopByDepth[6].Levels[3].Full,4096
TopByDepth[6].Levels[3].Value,0
TopByDepth[6].Levels[3].Size,2179072
TopByDepth[6].Levels[4].Short,0
TopByDepth[6].Levels[4].Full,65536
TopByDepth[6].Levels[4].Value,0
TopByDepth[6].Levels[4].Size,34865088
TopByDepth[6].Levels[5].Short,34
TopByDepth[6].Levels[5].Full,1048540
TopByDepth[6].Levels[5].Value,0
TopByDepth[6].Levels[5].Size,327616384
TopByDepth[6].Levels[6].Short,6259463
TopByDepth[6].Levels[6].Full,3329797
TopByDepth[6].Levels[6].Value,22
TopByDepth[6].Levels[6].Size,603947715
TopByDepth[6].Levels[7].Short,7400748
TopByDepth[6].Levels[7].Full,350905
TopByDepth[6].Levels[7].Value,6095657
TopByDepth[6].Levels[7].Size,376405477
TopByDepth[6].Levels[8].Short,705939
TopByDepth[6].Levels[8].Full,13213
TopByDepth[6].Levels[8].Value,7388631
TopByDepth[6].Levels[8].Size,34130854
TopByDepth[6].Levels[9].Short,26443
TopByDepth[6].Levels[9].Full,67
TopByDepth[6].Levels[9].Value,705873
TopByDepth[6].Levels[9].Size,1123445
TopByDepth[6].Levels[10].Short,134
TopByDepth[6].Levels[10].Full,0
TopByDepth[6].Levels[10].Value,26443
TopByDepth[6].Levels[10].Size,5616
TopByDepth[6].Levels[11].Short,0
TopByDepth[6].Levels[11].Full,0
TopByDepth[6].Levels[11].Value,134
TopByDepth[6].Levels[11].Size,0
TopByDepth[6].Summary.Short,14392761
TopByDepth[6].Summary.Full,4812427
TopByDepth[6].Summary.Value,14216760
TopByDepth[6].Summary.Size,1380418887
TopByDepth[7].Owner,0x9f13f88230a70de90ed5fa41ba35a5fb78bc55d11cc9406f17d314fb67047ac7
TopByDepth[7].MaxDepth,11
TopByDepth[7].TotalNodes,31644458
TopByDepth[7].TotalSize,1155533317
TopByDepth[7].ValueNodes,13479548
TopByDepth[7].Levels[0].Short,0
TopByDepth[7].Levels[0].Full,1
TopByDepth[7].Levels[0].Value,0
TopByDepth[7].Levels[0].Size,532
TopByDepth[7].Levels[1].Short,0
TopByDepth[7].Levels[1].Full,16
TopByDepth[7].Levels[1].Value,0
TopByDepth[7].Levels[1].Size,8512
TopByDepth[7].Levels[2].Short,0
TopByDepth[7].Levels[2].Full,256
TopByDepth[7].Levels[2].Value,0
TopByDepth[7].Levels[2].Size,136192
TopByDepth[7].Levels[3].Short,0
TopByDepth[7].Levels[3].Full,4096
TopByDepth[7].Levels[3].Value,0
TopByDepth[7].Levels[3].Size,2179072
TopByDepth[7].Levels[4].Short,0
TopByDepth[7].Levels[4].Full,65536
TopByDepth[7].Levels[4].Value,0
TopByDepth[7].Levels[4].Size,34865024
TopByDepth[7].Levels[5].Short,53
TopByDepth[7].Levels[5].Full,1048519
TopByDepth[7].Levels[5].Value,0
TopByDepth[7].Levels[5].Size,317188579
TopByDepth[7].Levels[6].Short,6191214
TopByDepth[7].Levels[6].Full,3073737
TopByDepth[7].Levels[6].Value,31
TopByDepth[7].Levels[6].Size,508211064
TopByDepth[7].Levels[7].Short,6793397
TopByDepth[7].Levels[7].Full,316472
TopByDepth[7].Levels[7].Value,6037028
TopByDepth[7].Levels[7].Size,269215416
TopByDepth[7].Levels[8].Short,636473
TopByDepth[7].Levels[8].Full,11643
TopByDepth[7].Levels[8].Value,6782650
TopByDepth[7].Levels[8].Size,23324074
TopByDepth[7].Levels[9].Short,23299
TopByDepth[7].Levels[9].Full,66
TopByDepth[7].Levels[9].Value,636408
TopByDepth[7].Levels[9].Size,402875
TopByDepth[7].Levels[10].Short,132
TopByDepth[7].Levels[10].Full,0
TopByDepth[7].Levels[10].Value,23299
TopByDepth[7].Levels[10].Size,1977
TopByDepth[7].Levels[11].Short,0
TopByDepth[7].Levels[11].Full,0
TopByDepth[7].Levels[11].Value,132
TopByDepth[7].Levels[11].Size,0
TopByDepth[7].Summary.Short,13644568
TopByDepth[7].Summary.Full,4520342
TopByDepth[7].Summary.Value,13479548
TopByDepth[7].Summary.Size,1155533317
TopByDepth[8].Owner,0x13e5221b360b38b094f5ef662bb810422224e76ec7e30b88b81d8b7493399e0c
TopByDepth[8].MaxDepth,11
TopByDepth[8].TotalNodes,25313379
TopByDepth[8].TotalSize,1073040002
TopByDepth[8].ValueNodes,10836537
TopByDepth[8].Levels[0].Short,0
TopByDepth[8].Levels[0].Full,1
TopByDepth[8].Levels[0].Value,0
TopByDepth[8].Levels[0].Size,532
TopByDepth[8].Levels[1].Short,0
TopByDepth[8].Levels[1].Full,16
TopByDepth[8].Levels[1].Value,0
TopByDepth[8].Levels[1].Size,8512
TopByDepth[8].Levels[2].Short,0
TopByDepth[8].Levels[2].Full,256
TopByDepth[8].Levels[2].Value,0
TopByDepth[8].Levels[2].Size,136192
TopByDepth[8].Levels[3].Short,0
TopByDepth[8].Levels[3].Full,4096
TopByDepth[8].Levels[3].Value,0
TopByDepth[8].Levels[3].Size,2179072
TopByDepth[8].Levels[4].Short,0
TopByDepth[8].Levels[4].Full,65536
TopByDepth[8].Levels[4].Value,0
TopByDepth[8].Levels[4].Size,34864160
TopByDepth[8].Levels[5].Short,477
TopByDepth[8].Levels[5].Full,1048068
TopByDepth[8].Levels[5].Value,0
TopByDepth[8].Levels[5].Size,275891002
TopByDepth[8].Levels[6].Short,5795341
TopByDepth[8].Levels[6].Full,2186346
TopByDepth[8].Levels[6].Value,347
TopByDepth[8].Levels[6].Size,486769270
TopByDepth[8].Levels[7].Short,4734129
TopByDepth[8].Levels[7].Full,206990
TopByDepth[8].Levels[7].Value,5679182
TopByDepth[8].Levels[7].Size,251449533
TopByDepth[8].Levels[8].Short,415865
TopByDepth[8].Levels[8].Full,6534
TopByDepth[8].Levels[8].Value,4728034
TopByDepth[8].Levels[8].Size,21101351
TopByDepth[8].Levels[9].Short,13070
TopByDepth[8].Levels[9].Full,39
TopByDepth[8].Levels[9].Value,415826
TopByDepth[8].Levels[9].Size,636649
TopByDepth[8].Levels[10].Short,78
TopByDepth[8].Levels[10].Full,0
TopByDepth[8].Levels[10].Value,13070
TopByDepth[8].Levels[10].Size,3729
TopByDepth[8].Levels[11].Short,0
TopByDepth[8].Levels[11].Full,0
TopByDepth[8].Levels[11].Value,78
TopByDepth[8].Levels[11].Size,0
TopByDepth[8].Summary.Short,10958960
TopByDepth[8].Summary.Full,3517882
TopByDepth[8].Summary.Value,10836537
TopByDepth[8].Summary.Size,1073040002
TopByDepth[9].Owner,0x0e02bb4c5c6c512892c34cffc6369ae45919899a5dc7dd321d3351e4f803300f
TopByDepth[9].MaxDepth,11
TopByDepth[9].TotalNodes,23307994
TopByDepth[9].TotalSize,907044011
TopByDepth[9].ValueNodes,9991466
TopByDepth[9].Levels[0].Short,0
TopByDepth[9].Levels[0].Full,1
TopByDepth[9].Levels[0].Value,0
TopByDepth[9].Levels[0].Size,532
TopByDepth[9].Levels[1].Short,0
TopByDepth[9].Levels[1].Full,16
TopByDepth[9].Levels[1].Value,0
TopByDepth[9].Levels[1].Size,8512
TopByDepth[9].Levels[2].Short,0
TopByDepth[9].Levels[2].Full,256
TopByDepth[9].Levels[2].Value,0
TopByDepth[9].Levels[2].Size,136192
TopByDepth[9].Levels[3].Short,0
TopByDepth[9].Levels[3].Full,4096
TopByDepth[9].Levels[3].Value,0
TopByDepth[9].Levels[3].Size,2179072
TopByDepth[9].Levels[4].Short,0
TopByDepth[9].Levels[4].Full,65536
TopByDepth[9].Levels[4].Value,0
TopByDepth[9].Levels[4].Size,34863040
TopByDepth[9].Levels[5].Short,1007
TopByDepth[9].Levels[5].Full,1047503
TopByDepth[9].Levels[5].Value,0
TopByDepth[9].Levels[5].Size,261258555
TopByDepth[9].Levels[6].Short,5610514
TopByDepth[9].Levels[6].Full,1916687
TopByDepth[9].Levels[6].Value,731
TopByDepth[9].Levels[6].Size,407766466
TopByDepth[9].Levels[7].Short,4123680
TopByDepth[9].Levels[7].Full,176707
TopByDepth[9].Levels[7].Value,5506495
TopByDepth[9].Levels[7].Size,185368903
TopByDepth[9].Levels[8].Short,354951
TopByDepth[9].Levels[8].Full,5161
TopByDepth[9].Levels[8].Value,4118936
TopByDepth[9].Levels[8].Size,15068473
TopByDepth[9].Levels[9].Short,10323
TopByDepth[9].Levels[9].Full,30
TopByDepth[9].Levels[9].Value,354921
TopByDepth[9].Levels[9].Size,391811
TopByDepth[9].Levels[10].Short,60
TopByDepth[9].Levels[10].Full,0
TopByDepth[9].Levels[10].Value,10323
TopByDepth[9].Levels[10].Size,2455
TopByDepth[9].Levels[11].Short,0
TopByDepth[9].Levels[11].Full,0
TopByDepth[9].Levels[11].Value,60
TopByDepth[9].Levels[11].Size,0
TopByDepth[9].Summary.Short,10100535
TopByDepth[9].Summary.Full,3215993
TopByDepth[9].Summary.Value,9991466
TopByDepth[9].Summary.Size,907044011
TopByTotalNodes[0].Owner,0x159e4890cde46d5cadbfcd08a052f495ae791244728e06d910cc743ed05eae12
TopByTotalNodes[0].MaxDepth,13
TopByTotalNodes[0].TotalNodes,368838217
TopByTotalNodes[0].TotalSize,13935503027
TopByTotalNodes[0].ValueNodes,158135051
TopByTotalNodes[0].Levels[0].Short,0
TopByTotalNodes[0].Levels[0].Full,1
TopByTotalNodes[0].Levels[0].Value,0
TopByTotalNodes[0].Levels[0].Size,532
TopByTotalNodes[0].Levels[1].Short,0
TopByTotalNodes[0].Levels[1].Full,16
TopByTotalNodes[0].Levels[1].Value,0
TopByTotalNodes[0].Levels[1].Size,8512
TopByTotalNodes[0].Levels[2].Short,0
TopByTotalNodes[0].Levels[2].Full,256
TopByTotalNodes[0].Levels[2].Value,0
TopByTotalNodes[0].Levels[2].Size,136192
TopByTotalNodes[0].Levels[3].Short,0
TopByTotalNodes[0].Levels[3].Full,4096
TopByTotalNodes[0].Levels[3].Value,0
TopByTotalNodes[0].Levels[3].Size,2179072
TopByTotalNodes[0].Levels[4].Short,0
TopByTotalNodes[0].Levels[4].Full,65536
TopByTotalNodes[0].Levels[4].Value,0
TopByTotalNodes[0].Levels[4].Size,34865152
TopByTotalNodes[0].Levels[5].Short,0
TopByTotalNodes[0].Levels[5].Full,1048576
TopByTotalNodes[0].Levels[5].Value,0
TopByTotalNodes[0].Levels[5].Size,557799072
TopByTotalNodes[0].Levels[6].Short,17287
TopByTotalNodes[0].Levels[6].Full,16758574
TopByTotalNodes[0].Levels[6].Value,0
TopByTotalNodes[0].Levels[6].Size,4149520834
TopByTotalNodes[0].Levels[7].Short,89355816
TopByTotalNodes[0].Levels[7].Full,30128846
TopByTotalNodes[0].Levels[7].Value,12689
TopByTotalNodes[0].Levels[7].Size,6189321670
TopByTotalNodes[0].Levels[8].Short,64759082
TopByTotalNodes[0].Levels[8].Full,2767026
TopByTotalNodes[0].Levels[8].Value,87720087
TopByTotalNodes[0].Levels[8].Size,2777758594
TopByTotalNodes[0].Levels[9].Short,5557055
TopByTotalNodes[0].Levels[9].Full,79923
TopByTotalNodes[0].Levels[9].Value,64684927
TopByTotalNodes[0].Levels[9].Size,217782416
TopByTotalNodes[0].Levels[10].Short,159888
TopByTotalNodes[0].Levels[10].Full,395
TopByTotalNodes[0].Levels[10].Value,5556669
TopByTotalNodes[0].Levels[10].Size,6101505
TopByTotalNodes[0].Levels[11].Short,790
TopByTotalNodes[0].Levels[11].Full,1
TopByTotalNodes[0].Levels[11].Value,159887
TopByTotalNodes[0].Levels[11].Size,29410
TopByTotalNodes[0].Levels[12].Short,2
TopByTotalNodes[0].Levels[12].Full,0
TopByTotalNodes[0].Levels[12].Value,790
TopByTotalNodes[0].Levels[12].Size,66
TopByTotalNodes[0].Levels[13].Short,0
TopByTotalNodes[0].Levels[13].Full,0
TopByTotalNodes[0].Levels[13].Value,2
TopByTotalNodes[0].Levels[13].Size,0
TopByTotalNodes[0].Summary.Short,159849920
TopByTotalNodes[0].Summary.Full,50853246
TopByTotalNodes[0].Summary.Value,158135051
TopByTotalNodes[0].Summary.Size,13935503027
TopByTotalNodes[1].Owner,0xab14d68802a763f7db875346d03fbf86f137de55814b191c069e721f47474733
TopByTotalNodes[1].MaxDepth,12
TopByTotalNodes[1].TotalNodes,55677353
TopByTotalNodes[1].TotalSize,2271310158
TopByTotalNodes[1].ValueNodes,23370766
TopByTotalNodes[1].Levels[0].Short,0
TopByTotalNodes[1].Levels[0].Full,1
TopByTotalNodes[1].Levels[0].Value,0
TopByTotalNodes[1].Levels[0].Size,532
TopByTotalNodes[1].Levels[1].Short,0
TopByTotalNodes[1].Levels[1].Full,16
TopByTotalNodes[1].Levels[1].Value,0
TopByTotalNodes[1].Levels[1].Size,8512
TopByTotalNodes[1].Levels[2].Short,0
TopByTotalNodes[1].Levels[2].Full,256
TopByTotalNodes[1].Levels[2].Value,0
TopByTotalNodes[1].Levels[2].Size,136192
TopByTotalNodes[1].Levels[3].Short,0
TopByTotalNodes[1].Levels[3].Full,4096
TopByTotalNodes[1].Levels[3].Value,0
TopByTotalNodes[1].Levels[3].Size,2179072
TopByTotalNodes[1].Levels[4].Short,0
TopByTotalNodes[1].Levels[4].Full,65536
TopByTotalNodes[1].Levels[4].Value,0
TopByTotalNodes[1].Levels[4].Size,34865152
TopByTotalNodes[1].Levels[5].Short,0
TopByTotalNodes[1].Levels[5].Full,1048576
TopByTotalNodes[1].Levels[5].Value,0
TopByTotalNodes[1].Levels[5].Size,424538255
TopByTotalNodes[1].Levels[6].Short,6065075
TopByTotalNodes[1].Levels[6].Full,6546621
TopByTotalNodes[1].Levels[6].Value,0
TopByTotalNodes[1].Levels[6].Size,926176651
TopByTotalNodes[1].Levels[7].Short,15656712
TopByTotalNodes[1].Levels[7].Full,919442
TopByTotalNodes[1].Levels[7].Value,5804287
TopByTotalNodes[1].Levels[7].Size,790810953
TopByTotalNodes[1].Levels[8].Short,1857401
TopByTotalNodes[1].Levels[8].Full,47275
TopByTotalNodes[1].Levels[8].Value,15614124
TopByTotalNodes[1].Levels[8].Size,88509261
TopByTotalNodes[1].Levels[9].Short,94626
TopByTotalNodes[1].Levels[9].Full,317
TopByTotalNodes[1].Levels[9].Value,1857094
TopByTotalNodes[1].Levels[9].Size,4058476
TopByTotalNodes[1].Levels[10].Short,634
TopByTotalNodes[1].Levels[10].Full,1
TopByTotalNodes[1].Levels[10].Value,94625
TopByTotalNodes[1].Levels[10].Size,27025
TopByTotalNodes[1].Levels[11].Short,2
TopByTotalNodes[1].Levels[11].Full,0
TopByTotalNodes[1].Levels[11].Value,634
TopByTotalNodes[1].Levels[11].Size,77
TopByTotalNodes[1].Levels[12].Short,0
TopByTotalNodes[1].Levels[12].Full,0
TopByTotalNodes[1].Levels[12].Value,2
TopByTotalNodes[1].Levels[12].Size,0
TopByTotalNodes[1].Summary.Short,23674450
TopByTotalNodes[1].Summary.Full,8632137
TopByTotalNodes[1].Summary.Value,23370766
TopByTotalNodes[1].Summary.Size,2271310158
TopByTotalNodes[2].Owner,0xfe1c2c3bf003e59420de2a964984544a947ac6de636a2dedb89b689ab278b65e
TopByTotalNodes[2].MaxDepth,12
TopByTotalNodes[2].TotalNodes,49103718
TopByTotalNodes[2].TotalSize,1969261801
TopByTotalNodes[2].ValueNodes,20669980
TopByTotalNodes[2].Levels[0].Short,0
TopByTotalNodes[2].Levels[0].Full,1
TopByTotalNodes[2].Levels[0].Value,0
TopByTotalNodes[2].Levels[0].Size,532
TopByTotalNodes[2].Levels[1].Short,0
TopByTotalNodes[2].Levels[1].Full,16
TopByTotalNodes[2].Levels[1].Value,0
TopByTotalNodes[2].Levels[1].Size,8512
TopByTotalNodes[2].Levels[2].Short,0
TopByTotalNodes[2].Levels[2].Full,256
TopByTotalNodes[2].Levels[2].Value,0
TopByTotalNodes[2].Levels[2].Size,136192
TopByTotalNodes[2].Levels[3].Short,0
TopByTotalNodes[2].Levels[3].Full,4096
TopByTotalNodes[2].Levels[3].Value,0
TopByTotalNodes[2].Levels[3].Size,2179072
TopByTotalNodes[2].Levels[4].Short,0
TopByTotalNodes[2].Levels[4].Full,65536
TopByTotalNodes[2].Levels[4].Value,0
TopByTotalNodes[2].Levels[4].Size,34865152
TopByTotalNodes[2].Levels[5].Short,0
TopByTotalNodes[2].Levels[5].Full,1048576
TopByTotalNodes[2].Levels[5].Value,0
TopByTotalNodes[2].Levels[5].Size,401209317
TopByTotalNodes[2].Levels[6].Short,6267732
TopByTotalNodes[2].Levels[6].Full,5615397
TopByTotalNodes[2].Levels[6].Value,0
TopByTotalNodes[2].Levels[6].Size,822731193
TopByTotalNodes[2].Levels[7].Short,13139844
TopByTotalNodes[2].Levels[7].Full,724942
TopByTotalNodes[2].Levels[7].Value,6029426
TopByTotalNodes[2].Levels[7].Size,639081598
TopByTotalNodes[2].Levels[8].Short,1462537
TopByTotalNodes[2].Levels[8].Full,34685
TopByTotalNodes[2].Levels[8].Value,13108360
TopByTotalNodes[2].Levels[8].Size,66861568
TopByTotalNodes[2].Levels[9].Short,69407
TopByTotalNodes[2].Levels[9].Full,236
TopByTotalNodes[2].Levels[9].Value,1462313
TopByTotalNodes[2].Levels[9].Size,2172955
TopByTotalNodes[2].Levels[10].Short,471
TopByTotalNodes[2].Levels[10].Full,2
TopByTotalNodes[2].Levels[10].Value,69406
TopByTotalNodes[2].Levels[10].Size,15557
TopByTotalNodes[2].Levels[11].Short,4
TopByTotalNodes[2].Levels[11].Full,0
TopByTotalNodes[2].Levels[11].Value,471
TopByTotalNodes[2].Levels[11].Size,153
TopByTotalNodes[2].Levels[12].Short,0
TopByTotalNodes[2].Levels[12].Full,0
TopByTotalNodes[2].Levels[12].Value,4
TopByTotalNodes[2].Levels[12].Size,0
TopByTotalNodes[2].Summary.Short,20939995
TopByTotalNodes[2].Summary.Full,7493743
TopByTotalNodes[2].Summary.Value,20669980
TopByTotalNodes[2].Summary.Size,1969261801
TopByTotalNodes[3].Owner,0x1ff0800a6e13bdcaff61b95238167ef377e01ba97f832b3f9c149aad1d9f6a21
TopByTotalNodes[3].MaxDepth,12
TopByTotalNodes[3].TotalNodes,41595415
TopByTotalNodes[3].TotalSize,1917312891
TopByTotalNodes[3].ValueNodes,17585359
TopByTotalNodes[3].Levels[0].Short,0
TopByTotalNodes[3].Levels[0].Full,1
TopByTotalNodes[3].Levels[0].Value,0
TopByTotalNodes[3].Levels[0].Size,532
TopByTotalNodes[3].Levels[1].Short,0
TopByTotalNodes[3].Levels[1].Full,16
TopByTotalNodes[3].Levels[1].Value,0
TopByTotalNodes[3].Levels[1].Size,8512
TopByTotalNodes[3].Levels[2].Short,0
TopByTotalNodes[3].Levels[2].Full,256
TopByTotalNodes[3].Levels[2].Value,0
TopByTotalNodes[3].Levels[2].Size,136192
TopByTotalNodes[3].Levels[3].Short,0
TopByTotalNodes[3].Levels[3].Full,4096
TopByTotalNodes[3].Levels[3].Value,0
TopByTotalNodes[3].Levels[3].Size,2179072
TopByTotalNodes[3].Levels[4].Short,0
TopByTotalNodes[3].Levels[4].Full,65536
TopByTotalNodes[3].Levels[4].Value,0
TopByTotalNodes[3].Levels[4].Size,34865152
TopByTotalNodes[3].Levels[5].Short,2
TopByTotalNodes[3].Levels[5].Full,1048574
TopByTotalNodes[3].Levels[5].Value,0
TopByTotalNodes[3].Levels[5].Size,369617080
TopByTotalNodes[3].Levels[6].Short,6371905
TopByTotalNodes[3].Levels[6].Full,4525479
TopByTotalNodes[3].Levels[6].Value,1
TopByTotalNodes[3].Levels[6].Size,799075182
TopByTotalNodes[3].Levels[7].Short,10327614
TopByTotalNodes[3].Levels[7].Full,529444
TopByTotalNodes[3].Levels[7].Value,6165389
TopByTotalNodes[3].Levels[7].Size,644861778
TopByTotalNodes[3].Levels[8].Short,1066872
TopByTotalNodes[3].Levels[8].Full,23285
TopByTotalNodes[3].Levels[8].Value,10306373
TopByTotalNodes[3].Levels[8].Size,63943040
TopByTotalNodes[3].Levels[9].Short,46592
TopByTotalNodes[3].Levels[9].Full,127
TopByTotalNodes[3].Levels[9].Value,1066749
TopByTotalNodes[3].Levels[9].Size,2612170
TopByTotalNodes[3].Levels[10].Short,254
TopByTotalNodes[3].Levels[10].Full,1
TopByTotalNodes[3].Levels[10].Value,46591
TopByTotalNodes[3].Levels[10].Size,14063
TopByTotalNodes[3].Levels[11].Short,2
TopByTotalNodes[3].Levels[11].Full,0
TopByTotalNodes[3].Levels[11].Value,254
TopByTotalNodes[3].Levels[11].Size,118
TopByTotalNodes[3].Levels[12].Short,0
TopByTotalNodes[3].Levels[12].Full,0
TopByTotalNodes[3].Levels[12].Value,2
TopByTotalNodes[3].Levels[12].Size,0
TopByTotalNodes[3].Summary.Short,17813241
TopByTotalNodes[3].Summary.Full,6196815
TopByTotalNodes[3].Summary.Value,17585359
TopByTotalNodes[3].Summary.Size,1917312891
TopByTotalNodes[4].Owner,0xfbd1592b616670c3c966b8ed9942aecdb2b25ab10837f7d1c8d1e66c10f243a8
TopByTotalNodes[4].MaxDepth,11
TopByTotalNodes[4].TotalNodes,38458576
TopByTotalNodes[4].TotalSize,1616061715
TopByTotalNodes[4].ValueNodes,16294950
TopByTotalNodes[4].Levels[0].Short,0
TopByTotalNodes[4].Levels[0].Full,1
TopByTotalNodes[4].Levels[0].Value,0
TopByTotalNodes[4].Levels[0].Size,532
TopByTotalNodes[4].Levels[1].Short,0
TopByTotalNodes[4].Levels[1].Full,16
TopByTotalNodes[4].Levels[1].Value,0
TopByTotalNodes[4].Levels[1].Size,8512
TopByTotalNodes[4].Levels[2].Short,0
TopByTotalNodes[4].Levels[2].Full,256
TopByTotalNodes[4].Levels[2].Value,0
TopByTotalNodes[4].Levels[2].Size,136192
TopByTotalNodes[4].Levels[3].Short,0
TopByTotalNodes[4].Levels[3].Full,4096
TopByTotalNodes[4].Levels[3].Value,0
