key,value
TopByValueNodes[2].Levels[0].Full,1
TopByValueNodes[2].Levels[0].Value,0
TopByValueNodes[2].Levels[0].Size,532
TopByValueNodes[2].Levels[1].Short,0
TopByValueNodes[2].Levels[1].Full,16
TopByValueNodes[2].Levels[1].Value,0
TopByValueNodes[2].Levels[1].Size,8512
TopByValueNodes[2].Levels[2].Short,0
TopByValueNodes[2].Levels[2].Full,256
TopByValueNodes[2].Levels[2].Value,0
TopByValueNodes[2].Levels[2].Size,136192
TopByValueNodes[2].Levels[3].Short,0
TopByValueNodes[2].Levels[3].Full,4096
TopByValueNodes[2].Levels[3].Value,0
TopByValueNodes[2].Levels[3].Size,2179072
TopByValueNodes[2].Levels[4].Short,0
TopByValueNodes[2].Levels[4].Full,65536
TopByValueNodes[2].Levels[4].Value,0
TopByValueNodes[2].Levels[4].Size,34865152
TopByValueNodes[2].Levels[5].Short,0
TopByValueNodes[2].Levels[5].Full,1048576
TopByValueNodes[2].Levels[5].Value,0
TopByValueNodes[2].Levels[5].Size,401209317
TopByValueNodes[2].Levels[6].Short,6267732
TopByValueNodes[2].Levels[6].Full,5615397
TopByValueNodes[2].Levels[6].Value,0
TopByValueNodes[2].Levels[6].Size,822731193
TopByValueNodes[2].Levels[7].Short,13139844
TopByValueNodes[2].Levels[7].Full,724942
TopByValueNodes[2].Levels[7].Value,6029426
TopByValueNodes[2].Levels[7].Size,639081598
TopByValueNodes[2].Levels[8].Short,1462537
TopByValueNodes[2].Levels[8].Full,34685
TopByValueNodes[2].Levels[8].Value,13108360
TopByValueNodes[2].Levels[8].Size,66861568
TopByValueNodes[2].Levels[9].Short,69407
TopByValueNodes[2].Levels[9].Full,236
TopByValueNodes[2].Levels[9].Value,1462313
TopByValueNodes[2].Levels[9].Size,2172955
TopByValueNodes[2].Levels[10].Short,471
TopByValueNodes[2].Levels[10].Full,2
TopByValueNodes[2].Levels[10].Value,69406
TopByValueNodes[2].Levels[10].Size,15557
TopByValueNodes[2].Levels[11].Short,4
TopByValueNodes[2].Levels[11].Full,0
TopByValueNodes[2].Levels[11].Value,471
TopByValueNodes[2].Levels[11].Size,153
TopByValueNodes[2].Levels[12].Short,0
TopByValueNodes[2].Levels[12].Full,0
TopByValueNodes[2].Levels[12].Value,4
TopByValueNodes[2].Levels[12].Size,0
TopByValueNodes[2].Summary.Short,20939995
TopByValueNodes[2].Summary.Full,7493743
TopByValueNodes[2].Summary.Value,20669980
TopByValueNodes[2].Summary.Size,1969261801
TopByValueNodes[3].Owner,0x1ff0800a6e13bdcaff61b95238167ef377e01ba97f832b3f9c149aad1d9f6a21
TopByValueNodes[3].MaxDepth,12
TopByValueNodes[3].TotalNodes,41595415
TopByValueNodes[3].TotalSize,1917312891
TopByValueNodes[3].ValueNodes,17585359
TopByValueNodes[3].Levels[0].Short,0
TopByValueNodes[3].Levels[0].Full,1
TopByValueNodes[3].Levels[0].Value,0
TopByValueNodes[3].Levels[0].Size,532
TopByValueNodes[3].Levels[1].Short,0
TopByValueNodes[3].Levels[1].Full,16
TopByValueNodes[3].Levels[1].Value,0
TopByValueNodes[3].Levels[1].Size,8512
TopByValueNodes[3].Levels[2].Short,0
TopByValueNodes[3].Levels[2].Full,256
TopByValueNodes[3].Levels[2].Value,0
TopByValueNodes[3].Levels[2].Size,136192
TopByValueNodes[3].Levels[3].Short,0
TopByValueNodes[3].Levels[3].Full,4096
TopByValueNodes[3].Levels[3].Value,0
TopByValueNodes[3].Levels[3].Size,2179072
TopByValueNodes[3].Levels[4].Short,0
TopByValueNodes[3].Levels[4].Full,65536
TopByValueNodes[3].Levels[4].Value,0
TopByValueNodes[3].Levels[4].Size,34865152
TopByValueNodes[3].Levels[5].Short,2
TopByValueNodes[3].Levels[5].Full,1048574
TopByValueNodes[3].Levels[5].Value,0
TopByValueNodes[3].Levels[5].Size,369617080
TopByValueNodes[3].Levels[6].Short,6371905
TopByValueNodes[3].Levels[6].Full,4525479
TopByValueNodes[3].Levels[6].Value,1
TopByValueNodes[3].Levels[6].Size,799075182
TopByValueNodes[3].Levels[7].Short,10327614
TopByValueNodes[3].Levels[7].Full,529444
TopByValueNodes[3].Levels[7].Value,6165389
TopByValueNodes[3].Levels[7].Size,644861778
TopByValueNodes[3].Levels[8].Short,1066872
TopByValueNodes[3].Levels[8].Full,23285
TopByValueNodes[3].Levels[8].Value,10306373
TopByValueNodes[3].Levels[8].Size,63943040
TopByValueNodes[3].Levels[9].Short,46592
TopByValueNodes[3].Levels[9].Full,127
TopByValueNodes[3].Levels[9].Value,1066749
TopByValueNodes[3].Levels[9].Size,2612170
TopByValueNodes[3].Levels[10].Short,254
TopByValueNodes[3].Levels[10].Full,1
TopByValueNodes[3].Levels[10].Value,46591
TopByValueNodes[3].Levels[10].Size,14063
TopByValueNodes[3].Levels[11].Short,2
TopByValueNodes[3].Levels[11].Full,0
TopByValueNodes[3].Levels[11].Value,254
TopByValueNodes[3].Levels[11].Size,118
TopByValueNodes[3].Levels[12].Short,0
TopByValueNodes[3].Levels[12].Full,0
TopByValueNodes[3].Levels[12].Value,2
TopByValueNodes[3].Levels[12].Size,0
TopByValueNodes[3].Summary.Short,17813241
TopByValueNodes[3].Summary.Full,6196815
TopByValueNodes[3].Summary.Value,17585359
TopByValueNodes[3].Summary.Size,1917312891
TopByValueNodes[4].Owner,0xfbd1592b616670c3c966b8ed9942aecdb2b25ab10837f7d1c8d1e66c10f243a8
TopByValueNodes[4].MaxDepth,11
TopByValueNodes[4].TotalNodes,38458576
TopByValueNodes[4].TotalSize,1616061715
TopByValueNodes[4].ValueNodes,16294950
TopByValueNodes[4].Levels[0].Short,0
TopByValueNodes[4].Levels[0].Full,1
TopByValueNodes[4].Levels[0].Value,0
TopByValueNodes[4].Levels[0].Size,532
TopByValueNodes[4].Levels[1].Short,0
TopByValueNodes[4].Levels[1].Full,16
TopByValueNodes[4].Levels[1].Value,0
TopByValueNodes[4].Levels[1].Size,8512
TopByValueNodes[4].Levels[2].Short,0
TopByValueNodes[4].Levels[2].Full,256
TopByValueNodes[4].Levels[2].Value,0
TopByValueNodes[4].Levels[2].Size,136192
TopByValueNodes[4].Levels[3].Short,0
TopByValueNodes[4].Levels[3].Full,4096
TopByValueNodes[4].Levels[3].Value,0
TopByValueNodes[4].Levels[3].Size,2179072
TopByValueNodes[4].Levels[4].Short,0
TopByValueNodes[4].Levels[4].Full,65536
TopByValueNodes[4].Levels[4].Value,0
TopByValueNodes[4].Levels[4].Size,34865152
TopByValueNodes[4].Levels[5].Short,5
TopByValueNodes[4].Levels[5].Full,1048571
TopByValueNodes[4].Levels[5].Value,0
TopByValueNodes[4].Levels[5].Size,354463093
TopByValueNodes[4].Levels[6].Short,6360174
TopByValueNodes[4].Levels[6].Full,4064900
TopByValueNodes[4].Levels[6].Value,2
TopByValueNodes[4].Levels[6].Size,692181714
TopByValueNodes[4].Levels[7].Short,9183865
TopByValueNodes[4].Levels[7].Full,457381
TopByValueNodes[4].Levels[7].Value,6169098
TopByValueNodes[4].Levels[7].Size,484094359
TopByValueNodes[4].Levels[8].Short,921186
TopByValueNodes[4].Levels[8].Full,19095
TopByValueNodes[4].Levels[8].Value,9166338
TopByValueNodes[4].Levels[8].Size,46301444
TopByValueNodes[4].Levels[9].Short,38214
TopByValueNodes[4].Levels[9].Full,110
TopByValueNodes[4].Levels[9].Value,921078
TopByValueNodes[4].Levels[9].Size,1820989
TopByValueNodes[4].Levels[10].Short,220
TopByValueNodes[4].Levels[10].Full,0
TopByValueNodes[4].Levels[10].Value,38214
TopByValueNodes[4].Levels[10].Size,10656
TopByValueNodes[4].Levels[11].Short,0
TopByValueNodes[4].Levels[11].Full,0
TopByValueNodes[4].Levels[11].Value,220
TopByValueNodes[4].Levels[11].Size,0
TopByValueNodes[4].Summary.Short,16503664
TopByValueNodes[4].Summary.Full,5659962
TopByValueNodes[4].Summary.Value,16294950
TopByValueNodes[4].Summary.Size,1616061715
TopByValueNodes[5].Owner,0x4e6f19bdf5c8f4aa5e46a382f33fbed981bd7d93c25885c5ecdabfdc102f8b67
TopByValueNodes[5].MaxDepth,11
TopByValueNodes[5].TotalNodes,37088457
TopByValueNodes[5].TotalSize,1295758567
TopByValueNodes[5].ValueNodes,15731344
TopByValueNodes[5].Levels[0].Short,0
TopByValueNodes[5].Levels[0].Full,1
TopByValueNodes[5].Levels[0].Value,0
TopByValueNodes[5].Levels[0].Size,532
TopByValueNodes[5].Levels[1].Short,0
TopByValueNodes[5].Levels[1].Full,16
TopByValueNodes[5].Levels[1].Value,0
TopByValueNodes[5].Levels[1].Size,8512
TopByValueNodes[5].Levels[2].Short,0
TopByValueNodes[5].Levels[2].Full,256
TopByValueNodes[5].Levels[2].Value,0
TopByValueNodes[5].Levels[2].Size,136192
TopByValueNodes[5].Levels[3].Short,0
TopByValueNodes[5].Levels[3].Full,4096
TopByValueNodes[5].Levels[3].Value,0
TopByValueNodes[5].Levels[3].Size,2179072
TopByValueNodes[5].Levels[4].Short,0
TopByValueNodes[5].Levels[4].Full,65536
TopByValueNodes[5].Levels[4].Value,0
TopByValueNodes[5].Levels[4].Size,34865152
TopByValueNodes[5].Levels[5].Short,10
TopByValueNodes[5].Levels[5].Full,1048566
TopByValueNodes[5].Levels[5].Value,0
TopByValueNodes[5].Levels[5].Size,347529764
TopByValueNodes[5].Levels[6].Short,6345221
TopByValueNodes[5].Levels[6].Full,3863872
TopByValueNodes[5].Levels[6].Value,8
TopByValueNodes[5].Levels[6].Size,569109949
TopByValueNodes[5].Levels[7].Short,8691579
TopByValueNodes[5].Levels[7].Full,426616
TopByValueNodes[5].Levels[7].Value,6161871
TopByValueNodes[5].Levels[7].Size,313774813
TopByValueNodes[5].Levels[8].Short,858975
TopByValueNodes[5].Levels[8].Full,17359
TopByValueNodes[5].Levels[8].Value,8675664
TopByValueNodes[5].Levels[8].Size,28147240
TopByValueNodes[5].Levels[9].Short,34731
TopByValueNodes[5].Levels[9].Full,93
TopByValueNodes[5].Levels[9].Value,858884
TopByValueNodes[5].Levels[9].Size,7341
TopByValueNodes[5].Levels[10].Short,186
TopByValueNodes[5].Levels[10].Full,0
TopByValueNodes[5].Levels[10].Value,34731
TopByValueNodes[5].Levels[10].Size,0
TopByValueNodes[5].Levels[11].Short,0
TopByValueNodes[5].Levels[11].Full,0
TopByValueNodes[5].Levels[11].Value,186
TopByValueNodes[5].Levels[11].Size,0
TopByValueNodes[5].Summary.Short,15930702
TopByValueNodes[5].Summary.Full,5426411
TopByValueNodes[5].Summary.Value,15731344
TopByValueNodes[5].Summary.Size,1295758567
TopByValueNodes[6].Owner,0x7b5855bb92cd7f3f78137497df02f6ccb9badda93d9782e0f230c807ba728be0
TopByValueNodes[6].MaxDepth,11
TopByValueNodes[6].TotalNodes,33421948
TopByValueNodes[6].TotalSize,1380418887
TopByValueNodes[6].ValueNodes,14216760
TopByValueNodes[6].Levels[0].Short,0
TopByValueNodes[6].Levels[0].Full,1
TopByValueNodes[6].Levels[0].Value,0
TopByValueNodes[6].Levels[0].Size,532
TopByValueNodes[6].Levels[1].Short,0
TopByValueNodes[6].Levels[1].Full,16
TopByValueNodes[6].Levels[1].Value,0
TopByValueNodes[6].Levels[1].Size,8512
TopByValueNodes[6].Levels[2].Short,0
TopByValueNodes[6].Levels[2].Full,256
TopByValueNodes[6].Levels[2].Value,0
TopByValueNodes[6].Levels[2].Size,136192
TopByValueNodes[6].Levels[3].Short,0
TopByValueNodes[6].Levels[3].Full,4096
TopByValueNodes[6].Levels[3].Value,0
TopByValueNodes[6].Levels[3].Size,2179072
TopByValueNodes[6].Levels[4].Short,0
TopByValueNodes[6].Levels[4].Full,65536
TopByValueNodes[6].Levels[4].Value,0
TopByValueNodes[6].Levels[4].Size,34865088
TopByValueNodes[6].Levels[5].Short,34
TopByValueNodes[6].Levels[5].Full,1048540
TopByValueNodes[6].Levels[5].Value,0
TopByValueNodes[6].Levels[5].Size,327616384
TopByValueNodes[6].Levels[6].Short,6259463
TopByValueNodes[6].Levels[6].Full,3329797
TopByValueNodes[6].Levels[6].Value,22
TopByValueNodes[6].Levels[6].Size,603947715
TopByValueNodes[6].Levels[7].Short,7400748
TopByValueNodes[6].Levels[7].Full,350905
TopByValueNodes[6].Levels[7].Value,6095657
TopByValueNodes[6].Levels[7].Size,376405477
TopByValueNodes[6].Levels[8].Short,705939
TopByValueNodes[6].Levels[8].Full,13213
TopByValueNodes[6].Levels[8].Value,7388631
TopByValueNodes[6].Levels[8].Size,34130854
TopByValueNodes[6].Levels[9].Short,26443
TopByValueNodes[6].Levels[9].Full,67
TopByValueNodes[6].Levels[9].Value,705873
TopByValueNodes[6].Levels[9].Size,1123445
TopByValueNodes[6].Levels[10].Short,134
TopByValueNodes[6].Levels[10].Full,0
TopByValueNodes[6].Levels[10].Value,26443
TopByValueNodes[6].Levels[10].Size,5616
TopByValueNodes[6].Levels[11].Short,0
TopByValueNodes[6].Levels[11].Full,0
TopByValueNodes[6].Levels[11].Value,134
TopByValueNodes[6].Levels[11].Size,0
TopByValueNodes[6].Summary.Short,14392761
TopByValueNodes[6].Summary.Full,4812427
TopByValueNodes[6].Summary.Value,14216760
TopByValueNodes[6].Summary.Size,1380418887
TopByValueNodes[7].Owner,0x9f13f88230a70de90ed5fa41ba35a5fb78bc55d11cc9406f17d314fb67047ac7
TopByValueNodes[7].MaxDepth,11
TopByValueNodes[7].TotalNodes,31644458
TopByValueNodes[7].TotalSize,1155533317
TopByValueNodes[7].ValueNodes,13479548
TopByValueNodes[7].Levels[0].Short,0
TopByValueNodes[7].Levels[0].Full,1
TopByValueNodes[7].Levels[0].Value,0
TopByValueNodes[7].Levels[0].Size,532
TopByValueNodes[7].Levels[1].Short,0
TopByValueNodes[7].Levels[1].Full,16
TopByValueNodes[7].Levels[1].Value,0
TopByValueNodes[7].Levels[1].Size,8512
TopByValueNodes[7].Levels[2].Short,0
TopByValueNodes[7].Levels[2].Full,256
TopByValueNodes[7].Levels[2].Value,0
TopByValueNodes[7].Levels[2].Size,136192
TopByValueNodes[7].Levels[3].Short,0
TopByValueNodes[7].Levels[3].Full,4096
TopByValueNodes[7].Levels[3].Value,0
TopByValueNodes[7].Levels[3].Size,2179072
TopByValueNodes[7].Levels[4].Short,0
TopByValueNodes[7].Levels[4].Full,65536
TopByValueNodes[7].Levels[4].Value,0
TopByValueNodes[7].Levels[4].Size,34865024
TopByValueNodes[7].Levels[5].Short,53
TopByValueNodes[7].Levels[5].Full,1048519
TopByValueNodes[7].Levels[5].Value,0
TopByValueNodes[7].Levels[5].Size,317188579
TopByValueNodes[7].Levels[6].Short,6191214
TopByValueNodes[7].Levels[6].Full,3073737
TopByValueNodes[7].Levels[6].Value,31
TopByValueNodes[7].Levels[6].Size,508211064
TopByValueNodes[7].Levels[7].Short,6793397
TopByValueNodes[7].Levels[7].Full,316472
TopByValueNodes[7].Levels[7].Value,6037028
TopByValueNodes[7].Levels[7].Size,269215416
TopByValueNodes[7].Levels[8].Short,636473
TopByValueNodes[7].Levels[8].Full,11643
TopByValueNodes[7].Levels[8].Value,6782650
TopByValueNodes[7].Levels[8].Size,23324074
TopByValueNodes[7].Levels[9].Short,23299
TopByValueNodes[7].Levels[9].Full,66
TopByValueNodes[7].Levels[9].Value,636408
TopByValueNodes[7].Levels[9].Size,402875
TopByValueNodes[7].Levels[10].Short,132
TopByValueNodes[7].Levels[10].Full,0
TopByValueNodes[7].Levels[10].Value,23299
TopByValueNodes[7].Levels[10].Size,1977
TopByValueNodes[7].Levels[11].Short,0
TopByValueNodes[7].Levels[11].Full,0
TopByValueNodes[7].Levels[11].Value,132
TopByValueNodes[7].Levels[11].Size,0
TopByValueNodes[7].Summary.Short,13644568
TopByValueNodes[7].Summary.Full,4520342
TopByValueNodes[7].Summary.Value,13479548
TopByValueNodes[7].Summary.Size,1155533317
TopByValueNodes[8].Owner,0x13e5221b360b38b094f5ef662bb810422224e76ec7e30b88b81d8b7493399e0c
TopByValueNodes[8].MaxDepth,11
TopByValueNodes[8].TotalNodes,25313379
TopByValueNodes[8].TotalSize,1073040002
TopByValueNodes[8].ValueNodes,10836537
TopByValueNodes[8].Levels[0].Short,0
TopByValueNodes[8].Levels[0].Full,1
TopByValueNodes[8].Levels[0].Value,0
TopByValueNodes[8].Levels[0].Size,532
TopByValueNodes[8].Levels[1].Short,0
TopByValueNodes[8].Levels[1].Full,16
TopByValueNodes[8].Levels[1].Value,0
TopByValueNodes[8].Levels[1].Size,8512
TopByValueNodes[8].Levels[2].Short,0
TopByValueNodes[8].Levels[2].Full,256
TopByValueNodes[8].Levels[2].Value,0
TopByValueNodes[8].Levels[2].Size,136192
TopByValueNodes[8].Levels[3].Short,0
TopByValueNodes[8].Levels[3].Full,4096
TopByValueNodes[8].Levels[3].Value,0
TopByValueNodes[8].Levels[3].Size,2179072
TopByValueNodes[8].Levels[4].Short,0
TopByValueNodes[8].Levels[4].Full,65536
TopByValueNodes[8].Levels[4].Value,0
TopByValueNodes[8].Levels[4].Size,34864160
TopByValueNodes[8].Levels[5].Short,477
TopByValueNodes[8].Levels[5].Full,1048068
TopByValueNodes[8].Levels[5].Value,0
TopByValueNodes[8].Levels[5].Size,275891002
TopByValueNodes[8].Levels[6].Short,5795341
TopByValueNodes[8].Levels[6].Full,2186346
TopByValueNodes[8].Levels[6].Value,347
TopByValueNodes[8].Levels[6].Size,486769270
TopByValueNodes[8].Levels[7].Short,4734129
TopByValueNodes[8].Levels[7].Full,206990
TopByValueNodes[8].Levels[7].Value,5679182
TopByValueNodes[8].Levels[7].Size,251449533
TopByValueNodes[8].Levels[8].Short,415865
TopByValueNodes[8].Levels[8].Full,6534
TopByValueNodes[8].Levels[8].Value,4728034
TopByValueNodes[8].Levels[8].Size,21101351
TopByValueNodes[8].Levels[9].Short,13070
TopByValueNodes[8].Levels[9].Full,39
TopByValueNodes[8].Levels[9].Value,415826
TopByValueNodes[8].Levels[9].Size,636649
TopByValueNodes[8].Levels[10].Short,78
TopByValueNodes[8].Levels[10].Full,0
TopByValueNodes[8].Levels[10].Value,13070
TopByValueNodes[8].Levels[10].Size,3729
TopByValueNodes[8].Levels[11].Short,0
TopByValueNodes[8].Levels[11].Full,0
TopByValueNodes[8].Levels[11].Value,78
TopByValueNodes[8].Levels[11].Size,0
TopByValueNodes[8].Summary.Short,10958960
TopByValueNodes[8].Summary.Full,3517882
TopByValueNodes[8].Summary.Value,10836537
TopByValueNodes[8].Summary.Size,1073040002
TopByValueNodes[9].Owner,0x0e02bb4c5c6c512892c34cffc6369ae45919899a5dc7dd321d3351e4f803300f
TopByValueNodes[9].MaxDepth,11
TopByValueNodes[9].TotalNodes,23307994
TopByValueNodes[9].TotalSize,907044011
TopByValueNodes[9].ValueNodes,9991466
TopByValueNodes[9].Levels[0].Short,0
TopByValueNodes[9].Levels[0].Full,1
TopByValueNodes[9].Levels[0].Value,0
TopByValueNodes[9].Levels[0].Size,532
TopByValueNodes[9].Levels[1].Short,0
TopByValueNodes[9].Levels[1].Full,16
TopByValueNodes[9].Levels[1].Value,0
TopByValueNodes[9].Levels[1].Size,8512
TopByValueNodes[9].Levels[2].Short,0
TopByValueNodes[9].Levels[2].Full,256
TopByValueNodes[9].Levels[2].Value,0
TopByValueNodes[9].Levels[2].Size,136192
TopByValueNodes[9].Levels[3].Short,0
TopByValueNodes[9].Levels[3].Full,4096
TopByValueNodes[9].Levels[3].Value,0
TopByValueNodes[9].Levels[3].Size,2179072
TopByValueNodes[9].Levels[4].Short,0
TopByValueNodes[9].Levels[4].Full,65536
TopByValueNodes[9].Levels[4].Value,0
TopByValueNodes[9].Levels[4].Size,34863040
TopByValueNodes[9].Levels[5].Short,1007
TopByValueNodes[9].Levels[5].Full,1047503
TopByValueNodes[9].Levels[5].Value,0
TopByValueNodes[9].Levels[5].Size,261258555
TopByValueNodes[9].Levels[6].Short,5610514
TopByValueNodes[9].Levels[6].Full,1916687
TopByValueNodes[9].Levels[6].Value,731
TopByValueNodes[9].Levels[6].Size,407766466
TopByValueNodes[9].Levels[7].Short,4123680
TopByValueNodes[9].Levels[7].Full,176707
TopByValueNodes[9].Levels[7].Value,5506495
TopByValueNodes[9].Levels[7].Size,185368903
TopByValueNodes[9].Levels[8].Short,354951
TopByValueNodes[9].Levels[8].Full,5161
TopByValueNodes[9].Levels[8].Value,4118936
TopByValueNodes[9].Levels[8].Size,15068473
TopByValueNodes[9].Levels[9].Short,10323
TopByValueNodes[9].Levels[9].Full,30
TopByValueNodes[9].Levels[9].Value,354921
TopByValueNodes[9].Levels[9].Size,391811
TopByValueNodes[9].Levels[10].Short,60
TopByValueNodes[9].Levels[10].Full,0
TopByValueNodes[9].Levels[10].Value,10323
TopByValueNodes[9].Levels[10].Size,2455
TopByValueNodes[9].Levels[11].Short,0
TopByValueNodes[9].Levels[11].Full,0
TopByValueNodes[9].Levels[11].Value,60
TopByValueNodes[9].Levels[11].Size,0
TopByValueNodes[9].Summary.Short,10100535
TopByValueNodes[9].Summary.Full,3215993
TopByValueNodes[9].Summary.Value,9991466
TopByValueNodes[9].Summary.Size,907044011
